"hour","datetime","funny_total","funny_online","askscience_total","askscience_online","TodayILearned_total","TodayILearned_online","gonewild_total","gonewild_online","firstworldanarchists_total","firstworldanarchists_online","buildapc_total","buildapc_online","dataisbeautiful_total","dataisbeautiful_online","calvinandhobbes_total","calvinandhobbes_online","sixworldstories_total","sixworldstories_online","ExplainLikeIAmA_total","ExplainLikeIAmA_online"
"2120","3/30 8:0","5633831","11807","2270281","1277","5327673","6768","579727","2305","197160","77","191945","506","168008","77","77683","14","19555","16","86913","51"
"2121","3/30 9:0","5633964","10744","2270421","1419","5327815","5375","579743","2062","197167","56","191947","412","168015","86","77682","13","19555","15","86915","66"
"2122","3/30 10:0","5634108","8872","2270566","1432","5327960","4707","579760","1793","197170","65","191953","334","168020","77","77680","7","19556","19","86916","56"
"2123","3/30 11:0","5634287","8607","2270755","1573","5328153","4343","579766","1680","197165","57","191956","326","168025","78","77679","13","19556","12","86915","66"
"2124","3/30 12:0","5634485","10647","2270956","1420","5328360","5309","579777","1937","197169","71","191957","360","168031","67","77681","13","19556","13","86916","73"
"2125","3/30 13:0","5634670","11174","2271154","1539","5328552","6522","579781","2533","197169","72","190358","457","168034","84","77681","15","19556","13","86917","68"
"2126","3/30 14:0","5634929","13327","2271420","1629","5328814","7406","579787","2963","197166","87","191976","484","168036","88","77680","19","19555","13","86918","78"
"2127","3/30 15:0","5635152","15182","2271650","2190","5329058","9740","579799","3448","197166","113","191983","693","168036","130","77681","44","19554","13","86918","93"
"2128","3/30 16:0","5635405","20576","2271931","3175","5329328","9606","579812","3361","197175","128","191988","761","168048","188","77685","78","19554","19","86916","74"
"2129","3/30 17:0","5635732","26693","2272264","2420","5329676","8432","579822","3216","197174","134","191999","796","168057","214","77686","76","19554","13","86917","71"
"2130","3/30 18:0","5636002","26423","2272551","2580","5329970","8112","579820","3194","197183","181","192006","828","168067","192","77696","77","19555","12","86917","121"
"2131","3/30 19:0","5636365","23204","2272925","2888","5330332","7379","579820","3176","197182","176","192013","839","168073","192","77699","61","19557","15","86917","107"
"2132","3/30 20:0","5636679","22433","2273246","3822","5330657","7859","579830","3210","197189","164","192019","858","168075","186","77708","66","19555","23","86916","126"
"2133","3/30 21:0","5637021","24717","2273601","4382","5331007","8651","579846","3602","197193","202","192025","862","168079","184","77717","54","19556","27","86913","81"
"2134","3/30 22:0","5637396","24732","2273975","3923","5331404","9737","579852","3504","197195","177","192031","814","168092","183","77721","39","19555","18","86909","125"
"2135","3/30 23:0","5637745","26958","2274337","3592","5331779","8840","579879","3441","197202","154","192036","754","168100","157","77720","40","19556","28","86909","107"
"2137","3/31 1:0","5638492","23447","2275074","3222","5332552","7365","579927","3091","197221","170","192062","756","168108","131","77724","37","19557","23","86910","100"
"2138","3/31 2:0","5638847","24264","2275436","3138","5332921","6028","579950","3217","197225","193","192073","698","168121","123","77726","36","19558","22","86910","106"
"2139","3/31 3:0","5639234","26579","2275844","3372","5333334","9326","579968","3703","197238","166","192081","717","168132","133","77733","49","19558","25","86914","94"
"2140","3/31 4:0","5639589","24101","2276204","3340","5333699","7723","580001","4211","197255","139","192088","718","168140","119","77733","38","19559","24","86911","82"
"2141","3/31 5:0","5639929","21103","2276539","3015","5334039","8355","580025","5083","197268","98","192099","666","168149","104","77738","32","19559","15","86915","93"
"2142","3/31 6:0","5640219","17809","2276845","2505","5334342","8657","580058","7646","197273","76","192106","610","168157","122","77738","31","19560","13","86912","84"
"2143","3/31 7:0","5640463","19949","2277114","2082","5334620","6716","580074","7059","197274","72","192114","514","168162","126","77737","23","19561","11","86916","78"
"2144","3/31 8:0","5640661","9630","2277324","1652","5334827","5574","580107","5463","197277","56","192119","424","168168","109","77735","26","19561","11","86915","59"
"2145","3/31 9:0","5640805","7661","2277479","1559","5334990","4624","580139","4554","197282","36","192121","347","168172","80","77736","15","19560","5","86917","59"
"2146","3/31 10:0","5640950","7549","2277640","1602","5335149","4569","580145","4233","197284","42","192123","319","168172","89","77737","9","19561","9","86917","44"
"2147","3/31 11:0","5641087","9858","2277787","1851","5335299","5340","580155","5100","197287","51","192124","371","168174","97","77737","12","19560","5","86915","73"
"2148","3/31 12:0","5641308","11019","2278005","1909","5335520","6623","580173","6070","197287","57","192123","502","168180","140","77736","10","19560","7","86915","69"
"2149","3/31 13:0","5641496","15242","2278205","2408","5335722","7539","580183","6498","197289","54","192128","538","168182","163","77738","19","19563","12","86915","69"
"2150","3/31 14:0","5641669","30971","2278401","2802","5335911","8616","580199","7113","197297","66","192134","567","168187","152","77738","26","19563","7","86916","92"
"2151","3/31 15:0","5641917","30578","2278663","5414","5336184","11509","580218","7028","197300","67","192142","605","168198","179","77742","25","19563","7","86915","90"
"2152","3/31 16:0","5642207","27354","2278999","5990","5336485","9740","580237","3266","197306","100","192147","614","168207","190","77748","15","19566","17","86917","107"
"2153","3/31 17:0","5642508","22501","2279333","4704","5336816","9779","580254","3035","197310","224","192153","759","168213","150","77755","22","19567","15","86917","124"
"2154","3/31 18:0","5642868","22816","2279708","4457","5337202","8251","580264","3038","197313","496","192160","704","168218","174","77766","32","19567","12","86914","328"
"2155","3/31 19:0","5643154","27546","2280032","3640","5337510","6857","580272","3049","197324","692","192175","739","168233","169","77779","25","19566","19","86915","266"
"2156","3/31 20:0","5643540","30139","2280421","3518","5335722","7539","580301","3296","197341","699","192179","653","168237","268","77787","24","19566","14","86914","323"
"2157","3/31 21:0","5643995","28230","2280864","3600","5338361","6323","580318","3570","197361","753","192193","673","168255","311","77789","31","19564","17","86911","361"
"2158","3/31 22:0","5644377","26806","2281260","3314","5338752","6428","580338","3646","197390","518","192211","647","168273","535","77795","31","19564","15","86911","378"
"2159","3/31 23:0","5644695","23590","2281604","2922","5339096","6405","580371","3600","197402","380","192211","632","168287","416","77801","23","19564","15","86912","378"
"2160","4/1 0:0","5645023","24041","2281947","2556","5339455","8624","580378","3347","197418","280","192229","605","168295","352","77802","28","19563","22","86913","381"
"2161","4/1 1:0","5645394","23428","2282317","2332","5339827","7229","580394","3096","197432","224","192239","590","168303","298","77802","48","19563","13","86912","317"
"2162","4/1 2:0","5645766","26335","2282688","1999","5340213","6891","580409","3411","197446","228","192255","599","168311","362","77806","40","19564","13","86914","329"
"2163","4/1 3:0","5646143","28309","2283070","2066","5340610","6677","580420","3703","197462","172","192267","567","168325","361","77808","40","19567","17","86912","339"
"2164","4/1 4:0","5646522","26107","2283454","1840","5340997","8016","580465","3893","197478","143","192277","540","168333","401","77813","36","19569","21","86915","257"
"2165","4/1 5:0","5646858","20230","2283792","1637","5341337","6605","580490","3650","197501","103","192280","509","168348","353","77818","44","19569","14","86921","234"
"2166","4/1 6:0","5647119","15484","2284065","1381","5341614","5210","580502","3058","197503","94","192287","451","168360","352","77820","43","19569","8","86922","192"
"2167","4/1 7:0","5647329","12070","2284279","1266","5341834","4176","580519","2398","197513","83","192289","410","168364","256","77822","20","19569","14","86928","183"
"2168","4/1 8:0","5647507","9230","2284459","1138","5342010","3724","580532","1798","197518","59","192290","368","168373","179","77824","19","19569","10","86930","152"
"2169","4/1 9:0","5647716","8078","2284662","1065","5342226","3493","580540","1457","197522","45","192293","313","168376","152","77826","13","19570","14","86931","100"
"2170","4/1 10:0","5647881","7409","2284831","1004","5342399","3880","580549","1355","197524","59","192298","310","168384","142","77826","13","19570","9","86933","117"
"2171","4/1 11:0","5648078","8956","2285042","1402","5342605","5521","580556","1719","197526","57","192303","316","168384","181","77828","14","19571","18","86935","100"
"2172","4/1 12:0","5648261","10777","2285231","1780","5342803","5891","580576","2243","197529","42","190358","457","168385","222","77828","19","19572","12","86936","133"
"2173","4/1 13:0","5648463","13363","2285449","1825","5343012","6413","580599","2535","197536","68","192309","473","168390","286","77828","19","19573","10","86938","186"
"2174","4/1 14:0","5648711","13524","2285706","1927","5343278","5643","580612","2800","197535","71","192321","549","168396","261","77829","22","19575","15","86938","200"
"2175","4/1 15:0","5648972","20564","2285981","2270","5343565","5814","580632","3054","197540","167","192328","710","168403","313","77829","25","19576","18","86941","233"
"2176","4/1 16:0","5649271","18901","2286289","2532","5343880","6833","580645","3184","197551","1470","192343","894","168414","264","77827","24","19576","8","86945","138"
"2177","4/1 17:0","5649623","25969","2286632","2883","5344231","5936","580661","3302","197569","1896","192352","1106","168425","237","77830","22","19577","16","86944","150"
"2178","4/1 18:0","5649979","27255","2287000","3122","5344607","5036","580676","3199","197594","1865","192367","1052","168448","386","77830","14","19577","22","86944","129"
"2179","4/1 19:0","5650279","27359","2287301","4773","5344924","4841","580699","3046","197612","1630","192382","901","168460","394","77836","28","19577","11","86945","108"
"2180","4/1 20:0","5650591","31961","2287623","4981","5345251","4873","580718","3189","197630","1372","192393","927","168475","458","77837","56","19577","19","86948","167"
"2181","4/1 21:0","5650913","30819","2287978","3502","5345611","5071","580729","3622","197649","1253","192400","913","168501","448","77838","50","19576","16","86948","169"
"2182","4/1 22:0","5651275","27711","2288343","2918","5345979","6071","580759","3938","197672","1195","192409","824","168515","422","77836","49","19577","17","86949","154"
"2184","4/2 0:0","5651946","26241","2289023","2371","5346671","8463","580842","3645","197703","769","192420","761","168539","362","77835","49","19578","23","86953","181"
"2185","4/2 1:0","5652281","21776","2289346","2245","5347009","7685","580879","3561","197717","695","192425","756","168545","345","77838","50","19579","17","86953","154"
"2186","4/2 2:0","5652627","23577","2289683","2001","5347374","5815","580893","3861","197729","613","192435","774","168555","301","77840","37","19580","18","86954","154"
"2187","4/2 3:0","5652975","26960","2290026","1862","5347742","5984","580929","4602","197741","564","192447","767","168570","225","77842","41","19582","12","86957","131"
"2188","4/2 4:0","5653319","26851","2290368","1650","5348084","6920","580966","5984","197751","434","192457","620","168576","198","77845","38","19582","11","86961","103"
"2189","4/2 5:0","5653619","22736","2290673","1376","5348388","8244","581007","7996","197758","370","192467","562","168589","165","77851","37","19582","21","86965","115"
